id_venta,fecha,id_cliente,id_producto,id_sucursal,cantidad,total
2253,2026-03-06,31,36,3,2,5644.84
2254,2026-01-17,188,4,2,5,14281.58
2255,2026-01-07,195,7,1,3,8023.69
2256,2026-06-03,328,50,1,4,10667.76
2257,2026-02-01,351,6,2,2,7294.29
2258,2026-01-02,469,40,2,5,11312.43
2259,2026-04-30,306,42,4,2,8375.39
2260,2026-05-25,461,12,4,2,5261.94
2261,2025-12-23,383,45,2,1,7690.37
2262,2026-01-16,16,26,2,2,5403.37
2263,2026-02-27,155,24,3,1,9852.88
2264,2025-12-17,156,29,1,2,14522.74
2265,2026-04-12,233,44,1,2,13852.52
2266,2026-02-09,127,49,4,1,12257.42
2267,2026-02-24,44,10,4,4,14203.19
2268,2026-03-10,486,23,2,1,3906.73
2269,2026-04-18,156,11,1,5,10349.87
2270,2026-04-03,3,17,2,3,14559.63
2271,2026-03-22,325,38,4,2,6548.57
2272,2026-02-03,82,36,4,4,10981.42
2273,2026-04-22,194,38,2,1,8195.75
2274,2026-06-01,257,7,1,4,14167.51
2275,2026-04-08,77,36,3,2,2441.77
2276,2026-03-17,253,28,4,2,13343.0
2277,2026-01-30,432,41,1,3,7128.59
2278,2026-02-23,126,50,3,2,4419.67
2279,2026-02-03,154,43,2,3,4694.42
2280,2026-06-01,378,1,1,2,12937.96
2281,2026-01-14,70,38,4,5,11445.43
2282,2026-04-13,14,7,2,2,2526.13
2283,2025-12-25,114,7,2,5,12770.24
2284,2026-04-01,53,40,3,1,13204.42
2285,2026-01-27,115,38,2,2,10669.25
2286,2026-02-23,441,41,1,5,8322.03
2287,2026-02-09,428,27,3,4,12734.65
2288,2026-01-28,496,17,3,1,13038.22
2289,2025-12-09,110,23,2,3,6273.3
2290,2026-06-04,458,26,1,5,9679.6
2291,2026-01-23,133,26,2,3,13651.2
2292,2026-04-08,46,7,1,1,10500.59
2293,2026-02-06,497,48,4,2,7341.87
2294,2025-12-22,65,28,2,3,9294.94
2295,2026-05-30,424,14,2,1,13027.14
2296,2026-03-11,444,11,4,2,3987.28
2297,2026-01-24,445,29,4,4,14204.99
2298,2026-01-16,315,45,3,4,7359.6
2299,2026-05-19,392,31,1,3,3512.17
2300,2026-03-08,179,32,3,2,10049.66
2301,2026-04-25,221,12,1,4,6273.86
2302,2026-02-08,49,31,3,2,2427.78
2303,2025-12-14,175,50,1,1,7029.36
2304,2026-03-22,339,29,4,3,5405.7
2305,2026-03-03,279,36,4,1,7504.28
2306,2026-01-19,444,1,3,5,3809.72
2307,2026-04-28,359,20,1,3,831.78
2308,2026-04-14,191,21,1,1,4009.89
2309,2026-01-10,281,13,3,1,1902.82
2310,2026-02-07,2,5,3,3,14689.97
2311,2026-01-11,286,1,3,1,4603.08
2312,2026-04-02,234,37,4,5,7856.23
2313,2026-01-04,357,28,2,3,3728.22
2314,2026-05-26,459,10,2,5,1735.14
2315,2026-01-26,200,43,3,3,2096.66
2316,2026-02-24,107,6,4,4,12062.93
2317,2026-04-30,230,16,2,1,4700.11
2318,2026-02-19,16,21,2,3,5119.49
2319,2026-04-14,71,10,1,1,6582.36
2320,2026-02-28,456,39,3,4,3962.76
2321,2025-12-27,45,5,3,1,11945.55
2322,2025-12-25,345,19,4,4,11928.62
2323,2026-01-02,346,28,4,5,4345.19
2324,2026-01-11,179,35,2,5,8109.64
2325,2026-04-10,314,5,1,3,2525.83
2326,2026-03-26,1,13,3,3,12602.07
2327,2026-02-23,328,24,2,2,3692.34
2328,2026-05-10,317,48,2,4,3224.55
2329,2026-03-12,87,7,3,2,537.21
2330,2026-04-28,154,47,4,5,8574.44
2331,2026-01-21,464,47,2,2,12309.23
2332,2026-01-25,477,44,4,4,12156.28
2333,2026-01-30,491,35,4,1,638.29
2334,2026-05-04,429,8,2,4,2849.23
2335,2026-02-21,285,25,1,2,2717.01
2336,2026-05-16,192,33,1,3,12697.72
2337,2025-12-10,237,34,4,3,11407.23
2338,2025-12-24,267,32,4,3,14828.78
2339,2026-04-07,56,18,3,5,5090.65
2340,2026-02-17,313,50,1,1,3436.28
2341,2026-04-08,191,26,1,4,792.89
2342,2026-05-02,376,2,2,1,2540.93
2343,2026-01-01,131,11,4,4,7343.6
2344,2026-02-11,64,22,2,5,2493.88
2345,2026-02-18,198,38,2,1,7069.0
2346,2026-06-03,482,36,2,1,1595.43
2347,2026-02-10,403,28,4,4,9573.74
2348,2026-01-04,237,31,3,4,13108.78
2349,2026-03-04,323,13,2,2,13959.19
2350,2026-05-05,59,36,4,4,12386.44
2351,2026-03-20,283,37,2,4,4426.45
2352,2026-05-15,310,41,3,4,2088.26
2353,2026-02-04,368,34,4,5,2300.99
2354,2026-03-31,454,45,2,2,9390.62
2355,2025-12-24,426,32,2,2,12502.62
2356,2026-02-16,175,44,3,5,8231.74
2357,2026-04-19,329,7,2,5,12264.27
2358,2026-05-26,377,49,2,3,12387.51
2359,2025-12-31,497,2,2,4,12759.75
2360,2026-02-25,395,49,2,3,7342.62
2361,2025-12-12,398,46,3,4,5425.29
2362,2026-02-05,375,46,1,1,5899.02
2363,2026-03-31,31,12,2,2,9079.11
2364,2026-03-11,430,42,4,5,789.27
2365,2026-03-12,332,34,2,1,1274.66
2366,2026-04-15,174,23,2,2,13053.78
2367,2026-02-22,300,10,4,5,9841.34
2368,2026-02-13,173,36,1,4,14171.32
2369,2026-01-01,249,43,2,4,8683.85
2370,2026-06-04,153,30,4,2,3358.29
2371,2025-12-16,313,41,1,2,14291.71
2372,2026-01-31,319,11,1,5,1681.66
2373,2026-02-14,432,19,1,4,11201.95
2374,2025-12-11,243,33,1,3,13719.57
2375,2026-03-18,358,18,2,4,8764.32
2376,2026-01-03,72,47,1,4,8724.35
2377,2026-03-30,363,18,4,5,10727.69
2378,2026-06-02,182,27,3,5,13670.02
2379,2026-04-22,1,37,3,4,11040.46
2380,2026-02-14,39,9,2,1,3482.01
2381,2026-01-07,94,41,1,3,9766.5
2382,2026-01-23,2,30,3,5,2048.15
2383,2026-01-13,97,40,1,1,582.92
2384,2026-01-30,113,42,1,1,3093.5
2385,2026-05-23,154,11,4,3,4944.28
2386,2026-03-14,171,14,2,2,8917.21
2387,2026-04-13,367,22,1,5,10957.49
2388,2026-02-16,340,23,3,1,1279.36
2389,2026-04-28,226,10,4,3,2851.08
2390,2026-02-26,408,32,3,1,11439.03
2391,2026-02-07,263,23,2,4,11775.96
2392,2026-01-22,110,18,3,1,5203.63
2393,2026-06-03,217,31,2,5,10730.28
2394,2026-03-21,137,8,3,4,2113.57
2395,2026-03-01,179,7,3,3,5517.81
2396,2026-01-27,10,19,1,5,8204.98
2397,2025-12-11,393,17,1,3,14887.7
2398,2026-01-12,121,8,2,5,12507.94
2399,2026-04-22,355,37,1,2,7919.63
2400,2026-01-29,129,37,3,2,9922.4
2401,2026-05-11,291,27,3,4,10776.18
2402,2026-04-11,165,43,3,2,3787.98
2403,2026-05-01,152,47,1,5,1210.23
2404,2026-03-23,465,10,2,2,2408.34
2405,2026-02-21,453,11,4,3,8507.85
2406,2026-05-11,15,42,2,3,10936.97
2407,2026-01-15,368,2,2,2,7596.24
2408,2026-03-01,202,20,3,4,9703.13
2409,2026-04-23,56,47,1,3,1606.92
2410,2026-03-08,90,44,4,1,9495.93
2411,2026-02-02,276,9,4,5,8444.42
2412,2026-05-07,238,13,3,3,10596.69
2413,2026-01-16,216,30,4,1,9964.83
2414,2026-04-17,66,27,4,4,4740.87
2415,2026-02-07,321,1,4,2,4451.74
2416,2026-04-18,124,18,4,4,3460.12
2417,2026-03-30,200,45,1,5,4956.53
2418,2026-01-06,488,19,4,5,11928.48
2419,2026-02-06,108,19,3,1,14633.1
2420,2026-05-28,442,43,4,1,5315.06
2421,2026-04-09,138,5,4,3,9518.16
2422,2026-01-14,395,9,1,2,2170.69
2423,2026-05-20,475,28,3,2,5406.87
2424,2026-03-06,158,23,1,1,13714.66
2425,2026-01-26,279,14,1,2,4879.4
2426,2026-05-06,158,41,4,5,1830.95
2427,2026-04-20,178,45,2,1,7299.46
2428,2026-01-26,473,25,2,1,6341.84
2429,2025-12-23,353,28,2,5,2316.93
2430,2026-04-09,244,35,1,1,13552.33
2431,2026-05-04,52,41,4,5,5564.63
2432,2026-02-11,70,17,2,3,11446.58
2433,2025-12-16,144,5,4,5,2155.31
2434,2026-03-23,414,4,3,2,9197.19
2435,2026-02-17,383,39,2,1,3288.39
2436,2026-01-18,101,37,1,2,7907.42
2437,2026-03-10,291,33,4,3,13023.29
2438,2025-12-26,480,15,3,4,5098.94
2439,2025-12-26,324,40,2,2,3235.33
2440,2026-01-11,292,26,2,4,2630.13
2441,2026-02-16,440,35,2,5,13246.35
2442,2026-04-17,401,46,1,4,6184.83
2443,2026-03-31,208,15,1,5,9637.71
2444,2026-05-23,379,17,4,3,13763.27
2445,2026-04-06,9,2,3,5,1595.31
2446,2026-04-22,314,25,2,4,3810.06
2447,2025-12-21,441,2,3,3,4884.79
2448,2026-02-16,486,18,1,3,3133.7
2449,2026-04-04,346,47,3,2,10005.12
2450,2026-02-08,357,50,3,4,13217.78
2451,2026-03-28,150,23,1,3,10391.35
2452,2025-12-21,194,6,3,3,12668.38
2453,2026-05-27,61,15,2,2,2380.51
2454,2026-05-17,153,3,4,1,7663.29
2455,2026-02-25,17,20,4,1,9977.87
2456,2026-04-15,441,28,4,2,12136.45
2457,2026-03-27,233,8,1,2,13800.25
2458,2026-03-16,480,19,1,3,8377.9
2459,2026-05-06,425,50,4,3,11499.52
2460,2026-06-04,419,30,2,4,3120.4
2461,2025-12-11,421,44,1,1,11463.36
2462,2026-01-21,270,24,4,4,6802.23
2463,2026-01-25,206,29,2,3,7250.69
2464,2026-01-11,253,20,1,3,1061.3
2465,2025-12-25,396,7,2,5,10945.98
2466,2026-03-05,2,22,1,4,725.02
2467,2026-05-28,169,14,2,1,6651.26
2468,2026-05-02,120,18,3,1,1914.31
2469,2026-03-01,284,50,2,2,1012.84
2470,2025-12-31,323,11,4,2,6151.62
2471,2025-12-13,220,21,4,1,10050.71
2472,2026-02-05,393,37,4,1,9819.01
2473,2026-06-02,364,16,1,1,4560.88
2474,2026-04-06,51,25,1,3,3596.14
2475,2026-02-17,107,19,3,2,3860.23
2476,2026-02-24,52,9,1,2,4429.91
2477,2026-03-09,253,43,2,4,12535.66
2478,2026-03-11,65,2,4,5,6359.72
2479,2026-04-05,483,20,2,3,2422.67
2480,2026-02-25,56,40,4,2,13482.92
2481,2026-03-31,33,31,2,3,5562.36
2482,2026-03-20,335,11,1,2,8043.63
2483,2026-04-29,268,28,2,4,5066.75
2484,2026-05-06,481,32,1,1,654.59
2485,2026-01-15,122,21,4,1,12474.51
2486,2025-12-24,209,43,2,1,7801.76
2487,2025-12-24,476,13,3,5,11793.82
2488,2026-03-22,435,7,3,2,3324.68
2489,2025-12-10,28,26,4,4,12204.0
2490,2026-03-06,33,38,1,4,14803.86
2491,2026-04-25,207,24,2,4,12396.31
2492,2026-03-21,80,8,3,5,5912.21
2493,2026-03-04,135,2,3,4,1255.55
2494,2026-05-26,129,45,3,3,6581.83
2495,2025-12-26,67,2,2,5,14757.41
2496,2026-03-11,40,31,2,3,2434.02
2497,2026-05-25,333,42,2,1,9932.75
2498,2026-04-27,131,48,4,5,12193.6
2499,2026-04-23,283,11,1,5,11874.57
2500,2025-12-19,176,47,1,4,6956.44
2501,2026-01-24,376,27,2,1,2283.07
2502,2026-05-15,99,22,2,2,14948.89
2503,2025-12-14,404,29,4,5,7941.32
2504,2026-05-11,43,31,4,2,3995.73
2505,2026-05-24,310,20,3,1,1912.24
2506,2026-04-15,9,42,3,1,9345.75
2507,2026-01-27,106,18,3,1,14131.51
2508,2026-01-03,321,43,2,5,8860.48
2509,2026-05-27,481,46,3,5,11912.92
2510,2026-05-18,484,50,4,1,5307.14
2511,2026-05-28,305,50,1,4,11476.8
2512,2025-12-11,325,23,2,4,13796.56
2513,2026-01-08,210,13,2,3,938.29
2514,2026-05-07,241,30,1,4,5353.7
2515,2026-03-16,172,2,3,4,10965.78
2516,2026-05-26,424,22,2,3,5109.72
2517,2026-02-25,75,41,3,4,1604.45
2518,2025-12-19,278,1,4,2,13332.83
2519,2026-01-18,298,3,1,3,9657.72
2520,2026-03-20,470,25,3,2,2327.66
2521,2025-12-13,160,30,2,3,8214.99
2522,2026-03-18,259,46,2,4,11424.6
2523,2026-02-11,198,50,4,5,14796.86
2524,2026-02-17,349,11,2,1,2145.68
2525,2026-02-25,112,40,1,3,4785.13
2526,2026-02-11,111,22,4,5,4645.13
2527,2026-04-05,129,18,4,4,9057.69
2528,2026-03-21,433,10,1,2,11348.49
2529,2026-02-28,123,3,1,3,7917.69
2530,2026-01-03,423,33,2,3,7862.81
2531,2026-01-24,466,5,1,5,7061.27
2532,2026-04-17,264,32,2,2,3552.35
2533,2025-12-25,151,37,1,5,10370.01
2534,2026-01-14,35,49,4,3,7303.74
2535,2026-02-16,238,11,3,2,10258.9
2536,2026-01-21,189,36,1,1,8066.12
2537,2026-01-05,111,40,4,4,10004.18
2538,2026-03-26,435,15,1,5,4997.56
2539,2026-01-25,335,36,1,2,3277.03
2540,2026-04-15,268,15,1,2,6714.94
2541,2025-12-10,79,26,2,2,4236.5
2542,2026-04-23,429,20,1,4,14889.93
2543,2026-04-17,329,31,2,1,12177.57
2544,2025-12-25,376,21,4,2,870.09
2545,2026-01-19,246,5,4,4,2405.65
2546,2026-03-29,493,49,1,2,13676.56
2547,2026-04-20,264,20,4,2,4370.71
2548,2026-05-27,382,16,1,1,11564.61
2549,2026-01-18,145,31,3,1,5160.02
2550,2026-01-05,464,24,3,3,4521.27
2551,2026-02-08,368,8,3,5,1069.37
2552,2026-02-02,113,29,1,1,4023.19
2553,2026-04-21,306,14,2,2,11663.04
2554,2026-02-06,405,48,2,3,14109.12
2555,2026-04-15,432,9,3,2,3818.02
2556,2025-12-09,204,23,4,3,1302.27
2557,2026-02-27,466,32,3,1,3851.4
2558,2026-01-29,396,25,2,1,2402.05
2559,2026-05-16,418,32,4,1,5782.49
2560,2026-02-19,204,46,3,2,7907.11
2561,2025-12-25,191,4,3,4,5486.12
2562,2025-12-22,423,4,4,2,2250.06
2563,2026-01-17,467,29,2,5,4600.38
2564,2026-04-15,392,44,2,5,14033.65
2565,2026-02-18,48,2,4,2,5546.37
2566,2026-04-03,288,17,3,2,7837.79
2567,2025-12-16,398,14,4,2,12521.02
2568,2026-02-17,153,15,2,1,14336.95
2569,2025-12-10,39,35,4,1,12640.71
2570,2026-02-17,129,7,4,1,1143.83
2571,2026-02-01,371,50,1,3,14738.74
2572,2026-01-24,318,24,1,3,14758.78
2573,2026-05-21,307,41,1,3,8802.74
2574,2026-05-24,71,9,3,4,14564.52
2575,2026-05-15,173,37,3,2,3648.53
2576,2026-05-31,104,46,3,4,851.99
2577,2026-01-30,95,36,3,4,8847.3
2578,2026-04-10,141,25,4,3,14915.88
2579,2026-06-05,73,3,4,5,14769.72
2580,2026-04-23,6,15,1,2,1508.09
2581,2026-01-21,186,5,4,4,13567.72
2582,2026-01-04,189,13,3,1,5274.6
2583,2026-05-29,147,46,4,1,12456.57
2584,2026-02-08,339,1,3,4,8345.7
2585,2026-03-15,247,49,4,3,4624.99
2586,2026-03-12,380,9,4,5,693.82
2587,2026-01-12,198,36,4,2,746.63
2588,2026-03-21,208,35,2,2,4986.45
2589,2025-12-10,352,1,4,1,13806.25
2590,2026-02-15,211,10,4,3,6600.57
2591,2026-03-09,447,17,2,3,9010.16
2592,2026-04-09,320,8,1,1,10217.41
2593,2025-12-29,268,31,4,5,867.39
2594,2026-03-18,109,33,2,3,8657.95
2595,2026-03-24,120,31,1,1,7442.17
2596,2026-01-04,177,29,1,1,14009.39
2597,2026-04-08,196,5,3,5,4050.81
2598,2026-01-11,486,20,1,5,4627.33
2599,2025-12-31,155,23,4,4,737.61
2600,2026-04-22,162,20,2,3,4520.78
2601,2026-01-14,216,35,1,5,6625.08
2602,2026-02-12,313,7,2,2,9136.19
2603,2026-03-06,137,5,4,1,8058.1
2604,2026-03-30,267,42,1,1,9177.2
2605,2025-12-27,58,10,3,2,7475.81
2606,2026-03-24,274,15,2,1,10837.95
2607,2026-01-16,306,47,1,1,12133.93
2608,2026-01-07,287,29,3,4,7907.23
2609,2026-06-03,190,5,2,3,10389.4
2610,2026-02-07,196,33,2,3,4793.51
2611,2026-05-23,222,5,3,5,6414.35
2612,2026-04-07,371,16,3,4,9732.96
2613,2026-01-30,95,8,1,5,8632.22
2614,2025-12-31,6,10,1,5,9884.59
2615,2026-01-08,372,4,4,3,5192.98
2616,2026-06-03,136,24,1,3,11844.16
2617,2026-01-31,437,26,4,1,12445.18
2618,2026-02-15,93,28,1,5,4480.81
2619,2026-03-29,77,49,2,1,13316.05
2620,2026-01-04,441,4,4,3,1225.99
2621,2026-06-07,118,21,1,2,5091.57
2622,2026-05-02,90,39,2,3,1143.15
2623,2026-03-10,250,48,2,5,11574.57
2624,2026-04-01,334,19,2,1,9531.23
2625,2026-04-11,282,10,2,1,3943.38
2626,2025-12-26,299,10,3,3,7249.53
2627,2026-05-29,48,33,1,3,3576.62
2628,2026-02-20,104,25,3,5,1722.96
2629,2026-04-26,329,4,3,4,4321.81
2630,2026-01-23,123,18,1,5,5208.57
2631,2026-03-15,465,15,3,3,2262.09
2632,2025-12-17,339,31,2,5,14051.26
2633,2026-02-28,172,47,2,4,10137.13
2634,2025-12-18,475,25,4,5,12896.68
2635,2026-04-19,240,23,2,2,9573.51
2636,2026-04-14,93,2,2,3,2453.05
2637,2026-05-01,113,3,4,1,1471.69
2638,2026-04-21,73,49,3,5,11998.87
2639,2026-05-11,329,42,4,2,6269.5
2640,2026-02-25,178,26,4,4,11478.39
2641,2026-03-17,194,2,4,4,5469.06
2642,2026-05-14,300,17,1,1,3013.06
2643,2026-02-26,201,7,3,2,2449.36
2644,2026-02-19,88,12,4,5,3728.84
2645,2026-02-13,123,43,1,4,709.61
2646,2026-04-25,214,50,1,2,8288.64
2647,2026-02-28,22,29,4,1,14969.93
2648,2026-05-02,253,25,1,5,9382.01
2649,2026-02-03,343,15,3,1,3510.85
2650,2026-01-01,64,49,2,2,9650.46
2651,2026-02-24,23,15,2,5,6827.03
2652,2026-05-08,425,24,1,2,7714.88
2653,2026-04-29,226,48,2,2,13298.27
2654,2026-03-14,278,10,2,5,4238.75
2655,2026-05-10,280,37,4,5,8837.19
2656,2026-01-31,106,9,2,4,14850.09
2657,2026-02-19,132,22,2,3,9470.6
2658,2026-01-26,278,25,2,3,12150.69
2659,2026-01-19,73,23,2,5,7102.31
2660,2026-05-14,413,38,4,3,10014.92
2661,2025-12-12,397,6,1,5,14371.71
2662,2025-12-27,354,41,2,5,6305.04
2663,2026-01-19,397,31,3,2,9940.21
2664,2026-04-11,305,50,2,1,11896.38
2665,2026-06-01,179,29,1,2,4228.23
2666,2026-02-05,121,18,4,4,6520.29
2667,2025-12-16,155,12,3,5,1690.04
2668,2026-03-27,109,1,3,5,4878.58
2669,2025-12-24,443,10,3,3,3841.31
2670,2026-02-18,220,24,4,1,7118.53
2671,2026-05-27,225,50,2,2,3498.82
2672,2026-01-27,142,24,3,1,14733.59
2673,2026-06-02,356,15,3,2,8090.14
2674,2026-04-16,132,40,1,5,8883.27
2675,2025-12-18,184,16,1,2,3052.66
2676,2025-12-28,265,39,2,1,12447.43
2677,2026-05-28,264,29,4,4,7500.63
2678,2026-04-27,72,2,2,5,9920.03
2679,2026-01-18,103,2,4,2,5804.14
2680,2026-03-21,73,16,1,1,1851.82
2681,2026-05-15,144,33,1,4,6413.12
2682,2026-01-11,172,28,4,1,2686.56
2683,2026-03-17,445,34,3,5,7667.09
2684,2026-03-05,322,19,1,1,3346.25
2685,2026-01-02,178,36,1,4,2310.77
2686,2026-03-03,136,16,1,5,10372.75
2687,2026-06-01,41,7,2,2,10120.03
2688,2026-03-05,48,25,4,1,831.04
2689,2026-01-07,164,24,1,1,11106.59
2690,2026-04-18,231,17,4,2,2200.22
2691,2026-04-07,102,1,4,2,6456.04
2692,2026-05-01,231,27,1,3,10641.35
2693,2025-12-27,225,44,1,1,3162.36
2694,2026-03-01,435,23,1,4,12439.52
2695,2026-06-01,448,43,4,4,12170.93
2696,2026-03-13,244,21,2,2,14539.03
2697,2026-02-02,433,7,4,4,11929.82
2698,2026-04-29,65,41,3,4,13124.8
2699,2026-05-01,411,15,1,3,7748.26
2700,2026-05-19,475,19,2,2,9060.35
2701,2026-02-14,494,2,2,3,4334.35
2702,2025-12-15,215,34,4,5,8140.74
2703,2026-02-22,387,46,1,2,9131.72
2704,2026-03-27,292,45,2,1,4022.73
2705,2026-01-31,402,4,4,1,14604.58
2706,2026-03-31,275,15,3,3,7882.15
2707,2026-02-18,127,21,1,2,11185.07
2708,2025-12-21,140,22,4,5,7753.22
2709,2026-01-16,483,19,3,1,9799.89
2710,2026-03-04,163,18,4,2,9410.87
2711,2026-01-28,234,17,4,2,6190.73
2712,2025-12-12,454,25,4,1,5718.69
2713,2026-01-07,46,9,2,1,12476.85
2714,2026-05-14,209,50,1,4,1007.15
2715,2026-01-25,364,17,3,4,5395.63
2716,2025-12-09,319,46,4,3,13722.09
2717,2026-02-23,254,5,3,5,6281.45
2718,2026-02-18,445,27,1,2,1257.53
2719,2026-05-21,3,16,4,5,9622.5
2720,2025-12-22,299,12,2,2,11312.09
2721,2026-04-16,287,26,4,4,13648.65
2722,2026-06-03,37,32,1,3,4363.26
2723,2026-02-24,373,50,2,4,14982.96
2724,2026-02-12,206,21,3,2,2104.91
2725,2026-05-22,121,48,4,3,9867.0
2726,2026-04-19,11,45,1,2,762.93
2727,2026-03-18,469,36,2,4,8118.77
2728,2026-01-31,326,31,4,1,7154.7
2729,2026-03-25,222,47,1,3,8425.5
2730,2026-02-24,490,17,3,1,9495.44
2731,2026-02-07,35,31,2,2,969.16
2732,2026-01-02,461,18,4,1,12189.53
2733,2026-02-25,368,27,2,3,10872.17
2734,2026-05-25,4,29,2,4,4488.54
2735,2026-04-23,446,46,2,2,13599.56
2736,2026-02-08,408,33,2,5,2461.94
2737,2026-05-23,429,37,3,4,8936.12
2738,2025-12-30,404,2,3,3,11028.03
2739,2026-06-06,184,20,1,2,1188.55
2740,2026-05-25,444,2,4,2,5873.98
2741,2026-04-05,376,27,3,4,10579.02
2742,2026-03-02,19,7,2,3,13246.05
2743,2026-05-30,43,27,2,3,1904.3
2744,2026-01-17,339,32,1,2,7597.97
2745,2026-04-02,410,24,4,1,10564.16
2746,2026-05-14,27,40,1,4,575.99
2747,2026-01-17,107,3,2,2,1810.32
2748,2025-12-25,294,13,4,4,4523.28
2749,2026-03-03,440,17,3,3,12578.23
2750,2026-05-19,208,7,4,4,14117.6
2751,2025-12-23,21,9,4,1,13956.42
2752,2026-03-25,335,45,1,3,14363.71
2753,2026-05-09,232,20,4,3,14863.56
2754,2026-04-08,248,38,3,4,14725.4
2755,2026-01-31,487,42,4,3,13681.63
2756,2026-02-23,420,24,2,5,2666.65
2757,2026-03-08,287,41,3,1,4338.84
2758,2026-01-04,107,41,2,2,2924.64
2759,2026-01-04,160,39,4,3,10122.66
2760,2026-03-01,286,4,1,1,7399.97
2761,2026-05-05,168,50,2,4,1691.02
2762,2026-02-22,248,15,4,1,1217.34
2763,2026-03-03,137,24,2,2,8967.23
2764,2026-02-26,290,19,4,3,13839.53
2765,2026-04-27,451,45,1,5,10676.44
2766,2026-02-05,298,12,3,3,779.8
2767,2026-05-21,285,49,2,1,10513.48
2768,2026-05-30,200,39,2,1,3041.22
2769,2026-05-06,174,39,3,1,9303.0
2770,2026-05-07,341,4,2,2,3224.35
2771,2025-12-20,93,45,1,4,12506.5
2772,2026-04-22,473,14,4,3,3205.73
2773,2026-01-10,377,24,3,4,8893.11
2774,2025-12-21,71,12,3,2,1740.24
2775,2026-02-20,397,17,2,5,9978.42
2776,2026-03-23,331,43,4,3,6332.0
2777,2026-03-27,235,1,1,5,7438.93
2778,2026-02-21,74,8,4,2,5748.64
2779,2025-12-17,162,16,3,1,1460.18
2780,2026-05-23,18,45,4,4,5505.4
2781,2026-04-01,21,35,4,2,14100.78
2782,2026-02-14,364,15,1,5,5423.5
2783,2026-02-08,299,17,3,4,3858.88
2784,2026-05-10,426,5,1,4,5859.6
2785,2026-04-15,244,18,3,2,3948.75
2786,2026-04-14,294,28,1,4,5366.26
2787,2026-02-01,11,19,1,1,8071.12
2788,2025-12-15,116,13,1,1,12218.54
2789,2026-01-25,257,3,1,2,13008.42
2790,2026-04-19,81,20,3,1,9819.7
2791,2026-03-28,40,41,4,4,944.0
2792,2026-03-18,315,25,4,1,8442.72
2793,2026-01-01,291,16,1,2,6585.2
2794,2026-01-03,434,18,4,5,13833.07
2795,2026-04-24,235,23,4,2,7980.66
2796,2026-04-14,182,14,2,4,7007.86
2797,2026-05-17,58,41,2,2,5077.59
2798,2025-12-17,214,40,4,5,7465.92
2799,2025-12-09,212,23,3,2,12497.2
2800,2026-01-16,25,19,1,1,13365.93
2801,2026-05-06,445,28,1,2,1228.7
2802,2026-03-30,122,50,3,3,14801.39
2803,2025-12-31,250,11,4,5,8509.69
2804,2025-12-24,406,40,1,2,8080.33
2805,2026-02-13,475,25,3,5,11217.98
2806,2026-01-13,234,3,4,1,3189.52
2807,2026-04-27,485,9,3,4,12429.57
2808,2026-05-25,76,35,3,4,11259.54
2809,2025-12-21,404,44,1,4,12991.84
2810,2026-03-31,195,30,3,4,4674.71
2811,2026-06-04,47,36,3,5,13783.81
2812,2026-03-20,378,26,3,3,10028.29
2813,2025-12-31,4,41,2,4,10785.58
2814,2026-04-12,265,6,4,2,10858.34
2815,2026-04-01,64,7,4,3,4973.6
2816,2026-04-05,307,31,4,3,2026.81
2817,2026-04-26,70,32,1,3,2783.35
2818,2026-03-16,183,40,2,1,12304.69
2819,2026-05-18,316,39,2,1,2082.85
2820,2026-03-26,426,37,3,5,1534.57
2821,2026-01-30,7,7,1,3,9068.11
2822,2026-02-26,148,46,4,3,6556.5
2823,2026-05-17,453,18,3,5,14225.28
2824,2025-12-25,101,14,1,5,5368.47
2825,2026-03-15,290,44,4,1,9198.52
2826,2026-03-14,273,43,2,3,9021.32
2827,2026-01-22,382,47,3,5,14346.66
2828,2026-03-30,340,27,1,5,13010.75
2829,2026-03-04,368,2,2,5,7992.93
2830,2026-05-19,291,45,3,4,568.59
2831,2026-05-30,49,20,1,5,1034.72
2832,2026-05-29,458,11,3,3,6877.95
2833,2026-04-07,146,26,1,2,5475.02
2834,2026-03-18,52,32,2,3,9848.45
2835,2026-01-28,56,13,2,1,8100.34
2836,2026-01-09,308,3,3,2,4220.34
2837,2026-05-31,56,8,1,3,6350.59
2838,2026-05-15,294,21,1,1,13722.73
2839,2026-05-02,370,18,4,2,3277.9
2840,2026-01-19,371,7,3,3,8971.1
2841,2026-03-26,97,16,2,3,10499.5
2842,2026-02-15,458,27,2,4,4422.28
2843,2026-02-17,343,33,1,1,10577.39
2844,2026-04-13,299,49,2,1,3149.11
2845,2026-05-23,120,26,3,1,8259.52
2846,2026-03-19,276,25,2,5,11250.79
2847,2026-04-30,474,6,2,5,4031.32
2848,2026-05-27,363,40,1,3,6752.5
2849,2025-12-10,228,1,3,5,10661.47
2850,2026-02-21,128,5,2,3,13150.14
2851,2026-03-04,25,43,4,3,5337.21
2852,2026-05-02,248,27,2,4,13210.93
2853,2026-03-18,26,35,3,3,1551.58
2854,2026-05-29,127,19,1,5,12408.12
2855,2026-02-07,362,23,1,1,3571.75
2856,2026-04-14,84,38,2,4,12510.16
2857,2026-05-10,466,36,4,1,7929.2
2858,2026-03-09,447,42,4,2,3481.41
2859,2026-03-22,99,45,3,5,6380.55
2860,2026-05-18,336,48,3,1,13577.94
